Date,Open,High,Low,Close,Volume,Ticker
2019-03-15,147.10916562111962,148.57536992963577,147.10916562111962,147.597900390625,1711001,JKH-N0000.CM
2019-03-18,147.10916137695312,148.47761272608713,147.10916137695312,147.10916137695312,144325,JKH-N0000.CM
2019-03-19,148.57537418780942,148.57537418780942,146.71818797646256,148.08663940429688,326032,JKH-N0000.CM
2019-03-20,148.08663940429688,148.08663940429688,148.08663940429688,148.08663940429688,0,JKH-N0000.CM
2019-03-21,148.47761272608713,148.47761272608713,147.10916137695312,147.10916137695312,14491,JKH-N0000.CM
2019-03-22,148.47761272608713,147.10916137695312,147.10916137695312,147.10916137695312,227599,JKH-N0000.CM
2019-03-25,147.10917241414387,147.10917241414387,146.6204376220703,146.6204376220703,492985,JKH-N0000.CM
2019-03-26,146.6204376220703,147.01141948972827,144.9587423120206,146.6204376220703,470385,JKH-N0000.CM
2019-03-27,147.1091609497645,149.55283471969412,146.62042619577855,147.40240478515625,123003,JKH-N0000.CM
2019-03-28,150.5303207788712,153.46272962521283,150.5303207788712,152.48526000976562,1126796,JKH-N0000.CM
2019-03-29,152.48526000976562,153.36497669766706,152.48526000976562,152.48526000976562,577501,JKH-N0000.CM
2019-04-01,152.48523618636594,152.48523618636594,151.2145229018128,151.5077667236328,1851604,JKH-N0000.CM
2019-04-02,150.53029726089972,151.5077667236328,150.53029726089972,151.5077667236328,240795,JKH-N0000.CM
2019-04-03,151.50776242746892,151.50776242746892,149.0640888399291,151.01902770996094,805305,JKH-N0000.CM
2019-04-04,151.01903199226626,151.01903199226626,150.92127907999281,151.5077667236328,1407460,JKH-N0000.CM
2019-04-05,149.55284960858233,151.41003589262255,149.55284960858233,150.5303192138672,119536,JKH-N0000.CM
2019-04-08,150.53030900765728,150.53030900765728,147.597900390625,147.597900390625,635493,JKH-N0000.CM
2019-04-09,147.59788278048154,149.55282162525614,147.59788278048154,149.0640869140625,812,JKH-N0000.CM
2019-04-10,150.53032280125262,150.53032280125262,148.0866487298037,148.47763061523438,451690,JKH-N0000.CM
2019-04-11,149.55284375483447,148.08663940429688,148.08663940429688,148.08663940429688,632937,JKH-N0000.CM
2019-04-12,148.08663940429688,148.08663940429688,148.08663940429688,148.08663940429688,0,JKH-N0000.CM
2019-04-15,148.08663940429688,148.08663940429688,148.08663940429688,148.08663940429688,0,JKH-N0000.CM
2019-04-16,147.59788702671824,150.53029537824244,147.59788702671824,149.55282592773438,211845,JKH-N0000.CM
2019-04-17,149.55282162525614,149.55282162525614,149.0640869140625,149.0640869140625,792,JKH-N0000.CM
2019-04-18,149.06412852437873,149.06412852437873,148.0866588291369,148.5753936767578,106821,JKH-N0000.CM
2019-04-19,148.5753936767578,148.5753936767578,148.5753936767578,148.5753936767578,0,JKH-N0000.CM
2019-04-22,149.06412852437873,149.06412852437873,148.0866588291369,148.5753936767578,106821,JKH-N0000.CM
2019-04-23,146.62041212650635,146.62041212650635,136.84571798473925,137.1389617919922,778873,JKH-N0000.CM
2019-04-24,136.84571838378906,140.75559605189733,136.84571838378906,136.84571838378906,11817645,JKH-N0000.CM
2019-04-25,136.84571838378906,140.75559605189733,136.74796547608648,136.84571838378906,2175606,JKH-N0000.CM
2019-04-26,140.6578274603401,140.6578274603401,139.77811104910714,140.266845703125,6595,JKH-N0000.CM
2019-04-29,140.75557607188568,143.19924926757812,140.75557607188568,143.19924926757812,286244,JKH-N0000.CM
2019-04-30,143.39474059340182,146.62039220490934,143.39474059340182,146.3271484375,207418,JKH-N0000.CM
2019-05-01,146.3271484375,146.3271484375,146.3271484375,146.3271484375,0,JKH-N0000.CM
2019-05-02,146.42495197504854,146.42495197504854,142.7105644381776,143.6880340576172,180888,JKH-N0000.CM
2019-05-03,144.5677335969879,144.5677335969879,141.7330780029297,141.7330780029297,24665,JKH-N0000.CM
2019-05-06,141.73304513363857,141.73304513363857,136.35696411132812,136.35696411132812,1293551,JKH-N0000.CM
2019-05-07,136.8457259181789,136.8457259181789,135.08627788765938,135.28176879882812,178959,JKH-N0000.CM
2019-05-08,136.84576283330503,136.84576283330503,134.49984143645017,134.8908233642578,617954,JKH-N0000.CM
2019-05-09,134.6953087112166,134.89079964073903,133.42459529681796,133.913330078125,85393,JKH-N0000.CM
2019-05-10,134.79299552560093,134.79299552560093,133.8155263342188,134.0110321044922,248437,JKH-N0000.CM
2019-05-13,134.30431880116777,136.84574575985178,132.9358673095703,132.9358673095703,356656,JKH-N0000.CM
2019-05-14,132.93584346064816,131.9583740234375,131.76288311899538,131.9583740234375,1552594,JKH-N0000.CM
2019-05-15,131.95836310017154,132.4470977783203,131.86061019854228,132.4470977783203,983329,JKH-N0000.CM
2019-05-16,132.15388863651347,134.40207172842585,132.15388863651347,132.9358673095703,3154893,JKH-N0000.CM
2019-05-17,134.40207172842585,132.44713250328513,132.9358673095703,132.9358673095703,5088154,JKH-N0000.CM
2019-05-20,132.9358673095703,132.9358673095703,132.9358673095703,132.9358673095703,0,JKH-N0000.CM
2019-05-21,134.40203238904394,136.84570570520836,134.40203238904394,135.0862579345703,68544,JKH-N0000.CM
2019-05-22,136.84572508009217,136.84572508009217,135.86825561523438,135.86825561523438,97084,JKH-N0000.CM
2019-05-23,136.7479524300585,136.7479524300585,135.2817484443967,135.37950134277344,14990,JKH-N0000.CM
2019-05-24,136.55251892994704,134.8908233642578,134.8908233642578,134.8908233642578,303062,JKH-N0000.CM
2019-05-27,134.7930509631539,134.98855681383475,133.91333429509945,134.40206909179688,699921,JKH-N0000.CM
2019-05-28,134.10878823886688,135.8682360046607,133.81554445873488,135.37950134277344,549339,JKH-N0000.CM
2019-05-29,135.8682301891145,136.35696483008255,134.89076090717845,135.77047729492188,307426,JKH-N0000.CM
2019-05-30,135.8682930987814,136.4547809054974,134.79307042480366,134.8908233642578,298607,JKH-N0000.CM
2019-05-31,134.8907685217301,135.7704849591333,134.10879006903923,134.20654296875,107940,JKH-N0000.CM
2019-06-03,134.40207172842585,134.40207172842585,132.54488543054322,132.9358673095703,741106,JKH-N0000.CM
2019-06-04,133.03340093839867,133.5224943242016,132.83776656926662,133.1312255859375,49080,JKH-N0000.CM
2019-06-05,133.1312255859375,133.1312255859375,133.1312255859375,133.1312255859375,0,JKH-N0000.CM
2019-06-06,134.01163286635688,134.01163286635688,133.2290802001953,133.2290802001953,73237,JKH-N0000.CM
2019-06-07,135.96803592090532,136.9462232296888,134.98984861212182,135.57676696777344,19853,JKH-N0000.CM
2019-06-10,135.08764089703402,137.92437744140625,135.08764089703402,137.92437744140625,14064,JKH-N0000.CM
2019-06-11,137.1418313629633,137.92438404486194,136.94619692397637,137.0440216064453,59543,JKH-N0000.CM
2019-06-12,137.92441537039622,137.92441537039622,136.75059354392414,136.94622802734375,40535,JKH-N0000.CM
2019-06-13,136.946186386226,136.946186386226,135.9679993406101,136.35926818847656,24211,JKH-N0000.CM
2019-06-14,136.94620995629896,136.94620995629896,134.98983552835185,135.28329467773438,5171,JKH-N0000.CM
2019-06-17,136.7505703047722,136.8483800668832,135.67455843988833,135.968017578125,32221,JKH-N0000.CM
2019-06-18,135.28326527941778,137.9243671980198,135.28326527941778,137.23963928222656,175452,JKH-N0000.CM
2019-06-19,137.92437744140625,138.4134709784325,137.92437744140625,137.92437744140625,1158878,JKH-N0000.CM
2019-06-20,137.43527674756632,137.9243702591235,134.50071567822326,134.69635009765625,149082,JKH-N0000.CM
2019-06-21,134.8920229788534,137.33749123391567,134.8920229788534,135.67457580566406,4855,JKH-N0000.CM
2019-06-24,136.9461837365543,136.9461837365543,136.55491489625823,136.75054931640625,36902,JKH-N0000.CM
2019-06-25,136.9462232296888,136.9462232296888,135.08767331338169,135.57676696777344,27092,JKH-N0000.CM
2019-06-26,136.94620475494605,136.94620475494605,135.28328953954062,135.968017578125,300,JKH-N0000.CM
2019-06-27,136.94622758506,134.98985290527344,134.98985290527344,134.98985290527344,209696,JKH-N0000.CM
2019-06-28,134.98984767943736,136.75058780827294,134.98984767943736,135.67457580566406,128368,JKH-N0000.CM
2019-07-01,136.94619036735372,137.92437744140625,136.84836568956837,137.92437744140625,25415,JKH-N0000.CM
2019-07-02,137.9243738828194,138.80473625637234,136.94618683400506,138.41346740722656,12679,JKH-N0000.CM
2019-07-03,138.2178655536569,140.85896822264075,138.2178655536569,140.1742401123047,63006,JKH-N0000.CM
2019-07-04,140.7611002087042,141.9349365234375,141.9349365234375,141.9349365234375,320484,JKH-N0000.CM
2019-07-05,142.71750121518824,141.93496342497997,141.83713873822816,142.42405700683594,88830,JKH-N0000.CM
2019-07-08,143.69566053352676,143.69566053352676,139.6851028950455,139.8807373046875,201213,JKH-N0000.CM
2019-07-09,139.88079005650113,139.88079005650113,136.84840332265676,136.94622802734375,173074,JKH-N0000.CM
2019-07-10,136.9462417177261,140.85899148108973,135.96805427688523,137.14187622070312,683376,JKH-N0000.CM
2019-07-11,139.8807535105738,142.0327621178541,137.92437933560075,141.83712768554688,311116,JKH-N0000.CM
2019-07-12,140.8589248769149,142.717474165328,140.36983138775895,141.9349365234375,244544,JKH-N0000.CM
2019-07-15,143.79351306565198,143.79351306565198,141.83713873822816,142.42405700683594,248263,JKH-N0000.CM
2019-07-16,142.42405700683594,142.42405700683594,142.42405700683594,142.42405700683594,0,JKH-N0000.CM
2019-07-17,141.83713597589585,145.06515653846856,141.83713597589585,144.86952209472656,387570,JKH-N0000.CM
2019-07-18,144.77169173284872,149.07570903020178,144.77169173284872,147.7062530517578,139159,JKH-N0000.CM
2019-07-19,147.60842023811614,146.72805786132812,146.72805786132812,146.72805786132812,126896,JKH-N0000.CM
2019-07-22,147.70624904891545,147.70624904891545,143.7935007297389,144.0869598388672,67492,JKH-N0000.CM
2019-07-23,144.18476555468516,147.70624491373698,144.18476555468516,146.72805786132812,112713,JKH-N0000.CM
2019-07-24,147.70624740849377,148.6844344774242,145.74987327063292,148.48880004882812,236996,JKH-N0000.CM
2019-07-25,149.56480258335327,151.52117679595935,146.82589062646537,147.7062530517578,91953,JKH-N0000.CM
2019-07-26,146.72808039108378,145.74989318847656,145.26079958717295,145.74989318847656,244471,JKH-N0000.CM
2019-07-29,146.63024126444418,148.58661547705026,144.77169173284872,147.7062530517578,63578,JKH-N0000.CM
2019-07-30,147.80409512342706,147.7062704309064,146.72808320950966,147.41281127929688,4988456,JKH-N0000.CM
2019-07-31,147.7062530517578,148.78226483907144,147.2171594986063,147.7062530517578,686446,JKH-N0000.CM
2019-08-01,147.3149760631534,147.70624491373698,145.74987080891927,146.72805786132812,22389,JKH-N0000.CM
2019-08-02,145.84770167524908,143.7935028076172,143.7935028076172,143.7935028076172,1164380,JKH-N0000.CM
2019-08-05,145.74987699547592,143.7935028076172,143.7935028076172,143.7935028076172,577500,JKH-N0000.CM
2019-08-06,143.3044323594272,143.79352598522732,142.32624510782705,142.71751403808594,383174,JKH-N0000.CM
2019-08-07,142.32619832665088,142.81529179169092,142.81529179169092,142.91311645507812,125630,JKH-N0000.CM
2019-08-08,144.28257400925096,144.8694921450916,144.8694921450916,144.77166748046875,146610,JKH-N0000.CM
2019-08-09,145.74987080891927,146.72805786132812,146.72805786132812,146.72805786132812,394548,JKH-N0000.CM
2019-08-12,146.72805786132812,146.72805786132812,146.72805786132812,146.72805786132812,0,JKH-N0000.CM
2019-08-13,147.70625816428952,146.72807102412867,146.72807102412867,147.0215301513672,10090862,JKH-N0000.CM
2019-08-14,147.0215301513672,147.0215301513672,147.0215301513672,147.0215301513672,0,JKH-N0000.CM
2019-08-15,146.72804136533995,146.72804136533995,144.77166748046875,144.77166748046875,4005492,JKH-N0000.CM
2019-08-16,144.8695220077034,147.0215307394754,144.8695220077034,146.9237060546875,60273,JKH-N0000.CM
2019-08-19,146.82588253694897,146.82588253694897,145.74987080891927,146.72805786132812,286928,JKH-N0000.CM
2019-08-20,146.7280883898176,149.46701569161812,146.7280883898176,148.78228759765625,152171,JKH-N0000.CM
2019-08-21,148.68444106158088,150.83644972333465,150.15172172995173,149.66262817382812,178179,JKH-N0000.CM
2019-08-22,149.6626076544766,148.19532718727586,148.19532718727586,148.29315185546875,74087,JKH-N0000.CM
2019-08-23,149.66262758928485,149.956086707003,148.68444048085814,149.7604522705078,42486,JKH-N0000.CM
2019-08-26,148.5866436231519,150.6408429058863,148.29319937643572,150.05392456054688,101690,JKH-N0000.CM
2019-08-27,149.76044668920207,152.69500790511628,149.76044668920207,152.59718322753906,1007040,JKH-N0000.CM
2019-08-28,152.69500887148152,155.3361109973291,154.55355834960938,154.55355834960938,452059,JKH-N0000.CM
2019-08-29,155.04265090746756,155.04265090746756,152.3037241207576,152.59718322753906,918711,JKH-N0000.CM
2019-08-30,152.59718798041655,152.59718798041655,149.66262667310085,149.85826110839844,265701,JKH-N0000.CM
2019-09-02,151.61899475214162,151.61899475214162,147.80407117714515,148.58660888671875,87162,JKH-N0000.CM
2019-09-03,148.1953379686501,150.5429809165854,147.80406911931084,148.88006591796875,63766,JKH-N0000.CM
2019-09-04,148.68441977020083,148.68441977020083,148.19532628411463,148.39096069335938,400428,JKH-N0000.CM
2019-09-05,148.39096159771287,148.68442067634277,148.19532718727586,148.29315185546875,7175,JKH-N0000.CM
2019-09-06,148.6844242205748,148.6844242205748,147.2171437183981,147.80406188964844,62112,JKH-N0000.CM
2019-09-09,147.21718620390948,150.64084169702363,147.21718620390948,150.24957275390625,30251,JKH-N0000.CM
2019-09-10,148.68441891360592,151.61897981321655,148.68441891360592,150.6407928466797,57366,JKH-N0000.CM
2019-09-11,150.15172618878313,151.61900690072562,149.76045730264562,151.12991333007812,263964,JKH-N0000.CM
2019-09-12,151.61898803710938,151.61898803710938,151.61898803710938,151.61898803710938,656095,JKH-N0000.CM
2019-09-13,151.61898803710938,151.61898803710938,151.61898803710938,151.61898803710938,0,JKH-N0000.CM
2019-09-16,151.61900972065172,151.61900972065172,148.6844482421875,148.6844482421875,1169444,JKH-N0000.CM
2019-09-17,149.66262726436386,149.66262726436386,147.7062530517578,147.7062530517578,79044,JKH-N0000.CM
2019-09-18,147.7062530517578,146.72806594545477,146.72806594545477,147.7062530517578,169784,JKH-N0000.CM
2019-09-19,148.68446778168038,150.15174871373645,147.70628049364302,148.09754943847656,140812,JKH-N0000.CM
2019-09-20,147.70625968160468,147.70625968160468,146.72807253139538,146.82589721679688,171138,JKH-N0000.CM
2019-09-23,146.9236947681594,149.1735280118894,147.21715387402855,148.48880004882812,10298,JKH-N0000.CM
2019-09-24,147.2171609689541,150.15172231717247,147.31498565094174,149.56480407714844,4397,JKH-N0000.CM
2019-09-25,147.3149921892848,150.64082256116365,147.3149921892848,148.6844482421875,2013,JKH-N0000.CM
2019-09-26,149.66262963814503,151.6190038817809,149.66262963814503,151.52117919921875,172321,JKH-N0000.CM
2019-09-27,151.6190002959459,152.20591852553625,151.6190002959459,152.01026916503906,393309,JKH-N0000.CM
2019-09-30,151.61899667610402,153.08627728909858,149.66262252544462,150.44517517089844,941327,JKH-N0000.CM
2019-10-01,150.6407928466797,150.83642725479734,150.6407928466797,150.6407928466797,2395,JKH-N0000.CM
2019-10-02,152.59718951056985,152.59718951056985,148.78226574318592,149.66262817382812,166095,JKH-N0000.CM
2019-10-03,150.64084174530734,150.64084174530734,147.70627989312604,148.19537353515625,345921,JKH-N0000.CM
2019-10-04,148.19535466244346,148.6844482421875,148.19535466244346,148.6844482421875,26977,JKH-N0000.CM
2019-10-07,149.17354182193154,149.66263540167557,148.2931793487729,148.6844482421875,144659,JKH-N0000.CM
2019-10-08,148.68447975855617,149.17357344197248,149.17357344197248,150.54302978515625,115913,JKH-N0000.CM
2019-10-09,150.64083409781458,153.47757110719755,150.64083409781458,153.2819366455078,354993,JKH-N0000.CM
2019-10-10,153.57537029951047,154.45573269390465,151.61899615556766,152.59718322753906,562887,JKH-N0000.CM
2019-10-11,153.57537029951047,153.57537029951047,152.59718322753906,152.59718322753906,28370,JKH-N0000.CM
2019-10-14,153.5753936767578,153.96666259472525,152.59720645588675,153.5753936767578,154981,JKH-N0000.CM
2019-10-15,153.6732183692259,154.35794643864517,152.59720645588675,153.5753936767578,35522,JKH-N0000.CM
2019-10-16,153.57535464387558,155.04263510225655,153.57535464387558,154.74917602539062,86242,JKH-N0000.CM
2019-10-17,154.55355834960938,154.65138302780568,154.06446481052834,154.55355834960938,196332,JKH-N0000.CM
2019-10-18,155.23827918609544,155.62956295495138,154.06445773142687,155.53173828125,676027,JKH-N0000.CM
2019-10-21,155.92301824118684,156.02084292186294,155.53174937038375,156.11866760253906,2233153,JKH-N0000.CM
2019-10-22,156.020813553864,156.5099070132805,155.5317200944475,155.92298889160156,1001300,JKH-N0000.CM
2019-10-23,155.82523469968973,155.82523469968973,154.5535882667348,154.6514129638672,3588,JKH-N0000.CM
2019-10-24,155.0426483154297,155.53174184323862,154.55355478762075,155.0426483154297,273497,JKH-N0000.CM
2019-10-25,155.0426745080644,155.0426745080644,153.5753936767578,153.5753936767578,51792,JKH-N0000.CM
2019-10-28,153.6732183692259,153.08630006632228,153.08630006632228,153.5753936767578,161100,JKH-N0000.CM
2019-10-29,153.57536671793878,154.55355376709764,152.69500434407576,153.08627319335938,54436,JKH-N0000.CM
2019-10-30,153.18409079180825,154.55354662698412,153.18409079180825,154.064453125,68331,JKH-N0000.CM
2019-10-31,154.55358089762888,153.5753936767578,153.5753936767578,153.5753936767578,783005,JKH-N0000.CM
2019-11-01,153.5753936767578,153.5753936767578,153.5753936767578,153.5753936767578,1195528,JKH-N0000.CM
2019-11-04,154.55354909589212,154.55354909589212,151.61898803710938,151.61898803710938,1382816,JKH-N0000.CM
2019-11-05,154.5535407128272,150.6407928466797,150.6407928466797,150.6407928466797,3259162,JKH-N0000.CM
2019-11-06,150.64080752558297,151.6189945874374,149.66262046372856,150.73863220214844,1824268,JKH-N0000.CM
2019-11-07,151.12992058670093,151.12992058670093,150.1517333984375,150.1517333984375,198365,JKH-N0000.CM
2019-11-08,150.6407928466797,151.61897981321655,149.95606495529358,150.6407928466797,378465,JKH-N0000.CM
2019-11-11,150.6407928466797,150.6407928466797,150.6407928466797,150.6407928466797,0,JKH-N0000.CM
2019-11-12,150.6407928466797,150.6407928466797,150.6407928466797,150.6407928466797,0,JKH-N0000.CM
2019-11-13,150.64081975943063,151.12991333007812,150.64081975943063,151.12991333007812,358718,JKH-N0000.CM
2019-11-14,153.57673333569377,153.57673333569377,150.8360514022855,151.6190948486328,154402,JKH-N0000.CM
2019-11-15,151.71697887545037,155.4364948930645,151.42333012276578,154.8491973876953,177542,JKH-N0000.CM
2019-11-18,158.5686833451434,160.5263214111328,159.5475023781381,160.5263214111328,745929,JKH-N0000.CM
2019-11-19,160.52634916608534,161.01575876720148,160.03693956496923,160.62423706054688,256498,JKH-N0000.CM
2019-11-20,160.62426463550946,156.61109924316406,156.61109924316406,156.61109924316406,1615344,JKH-N0000.CM
2019-11-21,156.61109924316406,157.58991861343384,156.41533835622977,156.61109924316406,1349673,JKH-N0000.CM
2019-11-22,159.54749609451056,159.54749609451056,156.70892698485753,157.10044860839844,112464,JKH-N0000.CM
2019-11-25,158.27510594736543,158.27510594736543,156.61111582880434,157.58993530273438,241318,JKH-N0000.CM
2019-11-26,157.1004597830874,160.52632650732917,156.61105025105286,158.27503967285156,305095,JKH-N0000.CM
2019-11-27,159.54756234545226,160.5263817463446,158.56874294455992,160.03697204589844,53710,JKH-N0000.CM
2019-11-28,161.50519436908735,164.93106212843162,161.50519436908735,163.85435485839844,877382,JKH-N0000.CM
2019-11-29,162.97339273486617,163.46280232265858,163.46280232265858,165.42044067382812,738177,JKH-N0000.CM
2019-12-02,165.42044067382812,166.3992598494129,164.93103108603574,165.42044067382812,77598,JKH-N0000.CM
2019-12-03,165.61620039306592,166.79078040864323,165.42043954640224,166.4971466064453,788117,JKH-N0000.CM
2019-12-04,166.3992598494129,166.3992598494129,165.42044067382812,165.42044067382812,173721,JKH-N0000.CM
2019-12-05,164.44162149824334,165.9098502616205,164.44162149824334,165.42044067382812,1496528,JKH-N0000.CM
2019-12-06,165.9098714510322,165.9098714510322,164.44164250013807,165.22470092773438,337972,JKH-N0000.CM
2019-12-09,164.44163920717665,164.44163920717665,160.52636208319626,161.21153259277344,133231,JKH-N0000.CM
2019-12-10,160.52634909485127,156.61107228765977,156.61107228765977,157.00259399414062,671513,JKH-N0000.CM
2019-12-11,157.00259399414062,157.00259399414062,157.00259399414062,157.00259399414062,0,JKH-N0000.CM
2019-12-12,157.58985810562086,159.05808659728814,156.70892698485753,157.10044860839844,93256,JKH-N0000.CM
2019-12-13,160.03696119576256,161.01578053029323,158.56873219396658,158.8623809814453,2661,JKH-N0000.CM
2019-12-16,158.8623809814453,159.54755152849722,158.66662010165874,158.8623809814453,171691,JKH-N0000.CM
2019-12-17,158.86234463375348,159.54751502403846,158.66658379875696,159.05810546875,325724,JKH-N0000.CM
2019-12-18,159.54752416168373,161.50516249495593,157.1004762450935,160.8199920654297,25950,JKH-N0000.CM
2019-12-19,161.50518136419134,161.50518136419134,161.50518136419134,161.21153259277344,114143,JKH-N0000.CM
2019-12-20,161.21150790941888,161.50515663587575,160.62422539209976,161.0157470703125,1031511,JKH-N0000.CM
2019-12-23,160.52638036878062,162.19037034889826,161.5051997612732,161.11367797851562,127386,JKH-N0000.CM
2019-12-24,161.0157783277107,161.50518798828125,160.52636866714016,161.50518798828125,15217,JKH-N0000.CM
2019-12-25,161.50518798828125,161.50518798828125,161.50518798828125,161.50518798828125,0,JKH-N0000.CM
2019-12-26,161.0157783277107,162.48400730942234,161.0157783277107,161.50518798828125,19516,JKH-N0000.CM
2019-12-27,161.9945976488518,161.50518798828125,161.50518798828125,161.50518798828125,26941,JKH-N0000.CM
2019-12-30,161.50517506642385,163.46281355207748,160.52635582359704,162.97340393066406,684013,JKH-N0000.CM
2019-12-31,162.97340272986645,165.22468995889977,162.97340272986645,164.05010986328125,155680,JKH-N0000.CM
2020-01-01,164.05010986328125,164.05010986328125,164.05010986328125,164.05010986328125,0,JKH-N0000.CM
2020-01-02,163.46279685514392,163.46279685514392,160.0369298551858,160.42845153808594,85347,JKH-N0000.CM
